#Acc_x;Acc_z;Elongation Droit;Elongation gauche;Gyro_x;Gyro_z;PressionPiedDArriereD;PressionPiedDArriereG;PressionPiedDAvantD;PressionPiedDAvantG;PressionPiedGArriereD;PressionPiedGArriereG;PressionPiedGAvantD;PressionPiedGAvantG
1499;1512;552;791;1790;1801;3038;1923;74;2255;3045;2432;1042;2831
1499;1517;553;792;1787;1802;3038;2044;70;2218;3045;2441;1042;2831
1496;1517;553;791;1792;1803;3038;2113;72;2212;3045;2443;1042;2834
1499;1517;553;792;1788;1805;3037;2056;71;2209;3042;2446;1043;2828
1498;1511;552;791;1796;1806;3034;2055;69;2211;3040;2448;1042;2827
1492;1513;553;791;1796;1806;3035;1981;73;2214;3040;2461;1042;2829
1494;1514;553;790;1795;1807;3033;1949;72;2213;3040;2491;1042;2827
1497;1514;552;789;1796;1807;3034;1990;73;2210;3040;2503;1042;2833
1493;1515;552;789;1792;1808;3034;2118;71;2219;3040;2520;1041;2832
1495;1512;552;790;1794;1807;3033;2225;73;2217;3040;2525;1042;2831
1495;1512;552;790;1794;1807;3033;2225;73;2217;3040;2525;1042;2831
1495;1516;552;790;1793;1806;3035;2126;70;2215;3040;2532;1041;2831
1495;1513;552;788;1796;1806;3034;2041;72;2210;3040;2510;1042;2830
1495;1512;552;788;1794;1809;3035;1989;73;2214;3040;2504;1041;2832
1498;1515;552;787;1792;1806;3035;2005;71;2217;3042;2484;1042;2830
1492;1515;553;786;1792;1810;3034;2035;70;2221;3043;2480;1041;2832
1495;1518;553;790;1792;1808;3035;2092;74;2255;3044;2475;1042;2833
1497;1515;552;785;1790;1806;3035;2104;71;2260;3044;2470;1042;2835
1501;1512;553;786;1795;1808;3035;2111;73;2264;3044;2468;1042;2836
1501;1512;553;786;1795;1808;3035;2111;73;2264;3044;2468;1042;2836
1496;1516;553;791;1786;1805;3038;2129;68;2259;3044;2467;1042;2836
1497;1516;552;791;1792;1807;3039;2127;72;2262;3043;2466;1042;2834
1497;1516;552;791;1792;1807;3039;2127;72;2262;3043;2466;1042;2834
1496;1518;553;791;1794;1809;3038;2070;71;2258;3042;2470;1042;2833
1498;1515;553;790;1791;1806;3039;2043;74;2260;3043;2475;1042;2834
1493;1513;553;790;1790;1803;3038;2001;74;2262;3043;2494;1042;2834
1497;1515;553;790;1789;1804;3037;1982;72;2256;3044;2509;1042;2834
1495;1516;554;791;1791;1805;3037;1940;68;2259;3043;2513;1042;2838
1495;1516;553;790;1790;1806;3037;2073;70;2262;3043;2530;1042;2835
1494;1516;554;791;1792;1804;3037;2198;73;2261;3043;2544;1041;2838
1494;1515;553;791;1790;1805;3038;2225;73;2257;3044;2557;1041;2837
1451;1532;550;795;1766;1788;3040;1948;68;2257;3046;1895;1039;2408
1456;1557;550;809;1743;1774;3045;1951;2378;2186;3048;761;1010;265
1501;1533;552;852;1746;1763;3043;2385;945;2213;3045;729;871;275
1482;1529;553;880;1736;1759;3031;2998;68;2251;3042;564;870;289
1482;1530;552;881;1744;1748;3036;2771;69;2240;3044;201;870;283
1513;1534;552;861;1752;1753;3037;1449;504;2185;3044;200;871;279
1529;1496;552;836;1758;1761;3029;1698;2598;2163;3048;863;871;280
1502;1471;552;832;1751;1780;3020;1740;561;2203;3048;998;870;271
1542;1480;552;817;1760;1801;3013;1686;72;2225;3047;978;909;274
1526;1482;553;795;1771;1810;3001;1637;73;2231;3046;989;1039;260
1546;1456;553;739;1767;1818;2988;1716;74;2237;3046;1021;1045;251
1559;1460;554;685;1771;1827;2757;2741;69;2216;3046;1414;1049;1647
1580;1426;553;647;1772;1836;2719;2961;68;2238;3041;2908;1048;2978
1565;1437;553;624;1778;1840;2642;2901;71;2235;3036;2999;1048;2996
1562;1430;553;607;1784;1845;2618;2841;73;2244;3029;3013;1048;3003
1558;1419;552;608;1782;1849;2599;2844;73;2230;3031;3004;1047;2995
1571;1436;554;620;1797;1853;2537;2817;74;2246;3034;2986;1046;2987
1546;1440;554;632;1805;1856;2566;2895;74;2255;3034;2972;1045;2977
1571;1468;553;649;1804;1850;2879;2936;71;2254;3043;2630;1045;2600
1545;1478;552;695;1814;1850;2979;2969;75;2284;3046;1497;1043;336
1515;1519;553;743;1813;1852;3025;2875;72;2297;3045;557;1029;250
1505;1570;553;795;1819;1838;3043;2840;73;2277;3039;199;940;264
1475;1615;552;851;1811;1821;3050;2791;72;2293;3032;200;869;285
1485;1610;553;873;1804;1797;3053;2610;273;2272;3023;201;869;283
1485;1646;552;891;1802;1787;3052;1692;2874;2240;3011;273;869;288
1480;1633;552;907;1790;1779;3051;2203;2996;2259;3007;763;869;294
1491;1608;552;919;1788;1786;3051;2230;2986;2260;2998;966;869;292
1498;1616;552;926;1784;1787;3050;2256;3011;2261;3001;1007;868;296
1490;1600;552;931;1774;1789;3050;2324;3016;2267;2994;1017;868;299
1524;1599;552;929;1772;1786;3051;2323;3007;2274;2995;1053;868;302
1524;1599;552;929;1772;1786;3051;2323;3007;2274;2995;1053;868;302
1529;1588;552;928;1796;1793;3045;2308;2992;2278;3009;1040;869;294
1508;1595;553;929;1801;1799;3044;2316;2978;2267;3017;990;869;302
1509;1552;551;927;1791;1796;3043;2134;2833;2269;3030;991;869;297
1507;1536;553;921;1801;1800;3042;2014;68;2249;3037;1031;868;293
1450;1531;553;894;1794;1806;3040;2218;72;2251;3041;1017;868;290
1479;1509;552;849;1782;1817;3032;2911;72;2258;3046;989;870;276
1495;1514;553;789;1786;1825;3012;3004;69;2268;3049;997;868;268
1482;1473;553;771;1782;1830;3001;3007;73;2277;3050;1048;869;264
1487;1521;552;763;1777;1834;2992;3005;72;2274;3049;996;868;259
1497;1496;552;761;1779;1828;2868;3022;72;2272;3046;2339;872;375
1479;1473;553;741;1786;1811;2670;3029;70;2280;3047;2438;1038;2812
1503;1473;552;717;1755;1804;2509;3033;74;2287;3047;1026;1044;1642
1528;1481;552;725;1763;1803;2891;3029;73;2290;3045;200;1046;251
1522;1480;553;742;1762;1793;2987;3027;71;2293;3041;448;1046;249
1552;1510;551;771;1764;1783;3007;3028;73;2306;3040;1114;1044;255
1547;1517;553;812;1773;1773;3036;2603;79;2276;3032;1172;1036;267
1541;1569;552;869;1777;1770;3041;1597;2636;2217;3027;1210;989;280
1523;1583;552;917;1776;1764;3034;1817;2972;2116;3019;1241;908;299
1553;1584;553;927;1774;1758;3033;2063;3008;2144;3016;1269;876;300
1551;1578;553;931;1780;1765;3035;2051;3018;2296;3007;1273;871;299
1537;1570;552;932;1779;1770;3036;2057;3020;2438;3005;1279;869;299
1549;1576;552;935;1782;1774;3035;2044;3018;2480;2998;1298;868;295
1549;1576;552;935;1782;1774;3035;2044;3018;2480;2998;1298;868;295
1546;1558;552;936;1799;1790;3032;1959;2998;2449;3016;1318;871;297
1520;1545;554;933;1795;1784;3030;1916;2963;2444;3020;1321;902;301
1519;1513;553;921;1784;1782;3022;1902;2048;2315;3024;1323;997;289
1519;1513;553;921;1784;1782;3022;1902;2048;2315;3024;1323;997;289
1543;1456;554;780;1786;1801;2977;2638;73;2217;3040;1332;1039;253
1551;1435;552;696;1793;1816;2886;2907;71;2256;3043;1303;1045;235
1560;1419;553;647;1795;1828;2641;3002;73;2266;3045;1280;1049;1236
1561;1412;552;607;1790;1837;2543;2976;72;2223;3041;2909;1047;2998
1550;1432;551;593;1793;1844;2287;2944;71;2233;3039;2988;1044;2999
1551;1445;553;603;1791;1843;2078;2945;73;2256;3040;2986;1041;2992
1528;1465;553;615;1792;1842;2034;2898;71;2266;3040;2979;1040;2987
1545;1441;553;626;1790;1837;2105;2907;71;2263;3041;2975;1031;2968
1546;1462;553;638;1805;1840;2130;2960;73;2262;3045;2810;1032;2887
1526;1478;554;664;1811;1835;2836;2974;73;2272;3044;1835;1033;1382
1526;1478;554;664;1811;1835;2836;2974;73;2272;3044;1835;1033;1382
1520;1512;554;689;1810;1835;2984;2985;71;2276;3048;668;1006;234
1492;1569;552;806;1810;1803;3042;2980;72;2301;3040;201;957;266
1476;1590;552;853;1800;1781;3051;2397;70;2312;3029;603;884;293
1491;1601;552;907;1790;1772;3048;1480;2910;2229;3016;940;868;287
1490;1590;552;921;1774;1773;3047;1949;2998;2236;3006;952;869;303
1490;1590;552;921;1774;1773;3047;1949;2998;2236;3006;952;869;303
1514;1569;553;930;1779;1782;3044;2025;3001;2289;3004;951;869;300
1524;1583;553;929;1776;1784;3045;2135;3005;2260;3003;942;869;297
1539;1576;553;929;1781;1793;3044;2129;3008;2198;3010;952;869;301
1536;1597;553;926;1784;1796;3042;2126;2995;2225;3015;944;868;298
1528;1582;553;928;1792;1791;3042;2076;2952;2209;3023;984;870;301
1514;1552;553;927;1793;1796;3041;2015;2427;2272;3031;998;868;292
1506;1520;554;923;1790;1799;3041;2024;517;2272;3036;982;870;301
1484;1521;553;908;1790;1808;3040;2310;71;2278;3042;976;870;295
1490;1498;553;855;1782;1806;3029;2852;69;2269;3045;934;868;273
1481;1496;553;789;1777;1821;2989;3006;72;2285;3051;964;921;267
1502;1447;553;715;1774;1824;2905;3022;69;2295;3052;852;1047;335
1525;1425;553;634;1761;1827;2720;3024;73;2293;3050;2159;1048;2952
1543;1425;553;617;1757;1827;2640;2994;72;2216;3045;2908;1046;2991
1545;1449;553;627;1758;1828;2605;2981;71;2237;3044;2854;1046;2984
1556;1457;553;637;1763;1818;2341;2984;74;2259;3047;2672;1046;2960
1569;1458;553;640;1768;1823;2375;3005;74;2257;3048;2394;1046;2883
1549;1491;553;650;1796;1817;2983;3020;75;2266;3044;270;1047;242
1545;1537;553;728;1800;1812;3025;2595;231;2257;3042;196;1044;245
1545;1571;551;810;1802;1798;3035;1680;2913;2148;3035;321;1020;280
1474;1651;552;905;1786;1790;3034;1877;3002;2244;3028;827;873;298
1545;1581;553;921;1776;1781;3038;2139;3011;2266;3020;869;867;291
1577;1587;552;925;1786;1777;3039;2128;3012;2292;3011;899;869;296
1559;1583;553;928;1797;1779;3041;2102;3015;2298;2998;908;869;296
1533;1595;553;931;1802;1778;3040;2084;3017;2353;2988;876;870;299
1534;1613;552;928;1802;1781;3040;2082;3019;2377;2986;895;869;297
1548;1584;552;930;1801;1776;3041;2076;3015;2364;2995;899;869;291
1536;1564;553;931;1807;1782;3041;2048;3003;2331;3003;907;869;298
1536;1564;552;932;1807;1782;3041;2048;2981;2319;3003;907;869;298
1521;1549;552;931;1810;1786;3043;1991;2865;2330;3025;945;869;302
1496;1532;552;929;1810;1786;3042;2053;417;2268;3031;942;869;299
1497;1506;552;923;1803;1792;3038;2718;72;2276;3038;933;869;292
1466;1502;552;858;1803;1803;3022;2972;71;2264;3044;937;868;280
1502;1466;553;768;1800;1804;2996;3015;67;2273;3047;929;868;260
1502;1466;553;768;1800;1804;2996;3015;67;2273;3047;929;868;260
1484;1465;553;678;1791;1830;2567;3016;70;2255;3046;2746;1016;2584
1507;1443;553;613;1761;1824;2365;2967;72;2239;3039;2988;1040;2984
1507;1443;553;613;1761;1824;2365;2967;72;2239;3039;2988;1040;2984
1552;1420;553;645;1776;1820;2478;2898;72;2264;3042;2846;1039;2931
1551;1447;553;657;1787;1822;2402;2944;73;2270;3044;2694;1040;2866
1531;1456;553;664;1790;1822;2514;2981;71;2274;3047;2340;1041;2608
1544;1489;552;684;1800;1821;2972;3001;74;2287;3045;1961;1027;1033
1503;1537;552;719;1811;1817;3025;3004;69;2299;3045;967;1034;245
1488;1520;553;780;1801;1810;3042;2962;70;2298;3042;197;1021;262
1477;1626;552;840;1791;1799;3045;2122;1419;2233;3037;202;917;279
1479;1611;553;891;1775;1782;3044;1605;2974;2198;3029;524;871;289
1487;1585;552;913;1755;1777;3044;2027;2958;2249;3020;772;870;296
1569;1587;553;921;1766;1773;3045;1966;2992;2197;3013;919;869;296
1544;1588;551;927;1783;1776;3044;1889;3002;2213;3000;996;869;298
1534;1600;552;930;1785;1779;3042;1845;3016;2199;2999;1023;869;301
1528;1584;552;929;1779;1773;3042;1846;3020;2244;3008;1122;868;292
1546;1549;552;929;1783;1782;3041;1787;3021;2258;3016;1109;870;302
1544;1552;552;928;1791;1790;3039;1716;3007;2291;3021;1085;868;300
1544;1552;552;928;1791;1790;3039;1716;3007;2291;3021;1085;868;300
1514;1545;552;930;1795;1795;3035;1862;2574;2298;3032;1046;870;301
1513;1521;552;915;1794;1801;3034;1662;242;2310;3038;995;869;293
1478;1489;553;885;1786;1811;3009;2891;71;2287;3046;981;870;289
1478;1489;552;818;1786;1811;3009;2891;70;2296;3046;981;904;271
1515;1434;553;639;1773;1833;2741;3021;71;2303;3049;1932;1047;2267
1553;1420;551;589;1770;1833;2574;2984;73;2259;3045;2993;1047;2998
1543;1430;553;608;1765;1837;2490;2947;71;2293;3045;2960;1041;2987
1552;1451;552;630;1775;1829;2412;2929;74;2294;3046;2852;1042;2968
1556;1461;553;641;1783;1833;2174;2951;71;2304;3047;2820;1043;2961
1556;1461;553;641;1783;1833;2174;2951;71;2304;3047;2820;1043;2961
1542;1477;554;659;1798;1818;2750;3007;73;2316;3049;1825;1044;1916
1535;1495;553;679;1803;1818;3005;3016;69;2322;3049;721;1034;238
1509;1545;552;716;1810;1815;3034;2995;73;2321;3048;207;1028;249
1503;1541;552;777;1808;1801;3049;2728;72;2297;3044;200;1005;257
1475;1637;554;851;1795;1792;3048;1682;2520;2241;3037;519;879;288
1476;1605;552;902;1772;1773;3048;1840;2984;2231;3030;984;869;291
1538;1575;552;920;1772;1777;3049;2027;2994;2242;3018;1124;870;292
1534;1593;553;926;1779;1774;3050;1980;2994;2249;3007;1173;868;297
1555;1583;553;929;1788;1775;3048;1953;3015;2224;3003;1183;869;295
1534;1592;553;930;1799;1780;3045;1956;3017;2239;3001;1178;870;300
1522;1581;553;930;1793;1780;3040;2008;3019;2236;3006;1178;869;295
1541;1562;551;930;1799;1790;3041;2012;3016;2268;3015;1165;870;300
1521;1570;551;930;1797;1797;3040;1948;2983;2287;3023;1187;870;301
1526;1560;552;929;1802;1796;3040;1816;2745;2278;3029;1187;869;292
1487;1527;552;912;1803;1800;3037;2545;72;2276;3036;1190;869;289
1492;1509;552;882;1796;1803;3032;2900;69;2278;3040;1167;869;279
1455;1489;552;795;1793;1805;3000;3001;74;2263;3045;1169;869;269
1474;1464;551;715;1782;1819;2984;3000;69;2300;3048;1162;869;236
1504;1462;552;692;1801;1831;2707;3020;71;2280;3047;1823;898;759
1481;1424;550;641;1789;1827;2533;3003;74;2273;3043;2972;1038;2953
1518;1414;553;616;1762;1830;2538;2989;69;2262;3042;2973;1043;2981
1525;1437;553;632;1766;1824;2567;2976;73;2290;3042;2864;1039;2933
1527;1454;553;653;1771;1820;2356;2962;73;2277;3042;2725;1040;2875
1563;1449;553;669;1774;1823;2422;2986;72;2275;3045;2652;1038;2797
1546;1477;552;675;1795;1820;2390;3010;72;2277;3044;1740;1039;2414
1526;1491;552;683;1799;1815;2967;3016;69;2277;3045;634;1042;873
1496;1511;552;721;1796;1811;3018;3010;74;2285;3044;227;1043;249
1511;1539;553;795;1790;1807;3041;2532;638;2281;3038;201;1019;257
1504;1618;552;879;1788;1796;3041;1627;2957;2184;3032;444;918;285
1470;1605;551;921;1764;1781;3042;2066;2978;2202;3022;802;869;298
1470;1605;551;921;1764;1781;3042;2066;2978;2202;3022;802;869;298
1561;1589;551;928;1782;1775;3041;2046;3006;2204;3008;844;869;303
1534;1600;552;928;1790;1778;3043;2031;3011;2214;3002;892;869;293
1531;1599;552;928;1792;1781;3041;2053;3015;2229;2992;928;869;300
1547;1566;553;929;1789;1785;3042;2057;3012;2280;3008;957;868;297
1547;1566;553;929;1789;1785;3042;2057;3012;2280;3008;957;868;297
1519;1556;552;927;1799;1795;3041;1950;2968;2294;3018;980;870;296
1509;1544;552;927;1799;1790;3042;1806;1425;2329;3027;987;869;302
1508;1506;552;922;1797;1788;3039;2320;72;2308;3036;946;869;298
1489;1506;552;897;1796;1792;3030;2811;72;2255;3041;951;886;284
1473;1474;552;805;1791;1798;3006;2973;71;2261;3043;923;1014;267
1505;1428;553;685;1777;1813;2937;3013;74;2245;3049;883;1040;503
1535;1445;553;607;1784;1828;2584;3010;68;2274;3043;2928;1047;2993
1519;1388;552;587;1762;1828;2486;2956;70;2262;3040;2991;1046;2998
1559;1443;553;601;1760;1831;2393;2923;77;2300;3043;2989;1042;2990
1559;1443;553;601;1760;1831;2393;2923;77;2300;3043;2989;1042;2990
1546;1446;553;630;1784;1831;2440;2877;74;2277;3042;2929;1043;2982
1557;1440;553;629;1790;1827;2314;2946;71;2302;3047;2744;1046;2942
1558;1441;553;635;1799;1830;2633;2981;71;2296;3049;1962;1046;2709
1556;1477;552;655;1804;1831;2980;3000;75;2310;3047;1118;1044;1798
1517;1517;552;714;1810;1818;3029;3006;69;2312;3046;301;1040;243
1504;1562;551;780;1807;1808;3047;2941;78;2336;3043;201;993;259
1499;1629;552;826;1816;1796;3052;2134;1538;2249;3040;382;881;277
1467;1613;552;883;1794;1778;3050;1786;2976;2228;3029;726;870;291
1546;1572;553;915;1782;1771;3048;1974;3000;2248;3015;1041;869;294
1527;1565;553;920;1788;1775;3048;2023;2999;2251;3014;1150;869;294
1533;1589;553;925;1791;1780;3047;2012;3006;2301;3012;1201;869;299
1533;1589;553;925;1791;1780;3047;2012;3006;2301;3012;1201;869;299
1523;1584;553;930;1795;1788;3046;2069;2995;2258;3017;1209;870;293
1527;1567;554;931;1797;1793;3047;2053;2942;2269;3025;1218;870;296
1503;1563;552;931;1804;1794;3047;1863;2071;2255;3028;1228;870;296
1495;1543;550;929;1797;1795;3045;2103;71;2273;3034;1247;870;299
1497;1518;552;913;1798;1796;3044;2763;72;2280;3041;1274;870;294
1467;1504;552;881;1794;1803;3036;2947;73;2300;3046;1206;869;284
1461;1479;552;812;1781;1807;3015;3010;72;2308;3050;1184;869;268
1482;1473;553;753;1776;1818;2985;3015;71;2300;3051;1151;868;257
1486;1489;553;706;1774;1825;2714;3019;73;2302;3049;2061;976;1936
1505;1386;553;622;1775;1822;2617;3007;72;2287;3047;2979;1042;2973
1518;1423;553;608;1766;1832;2576;2965;70;2265;3039;2969;1042;2982
1524;1453;552;621;1765;1830;2501;2951;75;2279;3040;2857;1042;2964
1545;1425;553;626;1764;1825;2246;2945;70;2290;3040;2807;1043;2941
1560;1454;552;637;1778;1826;2321;2988;75;2315;3043;2675;1041;2873
1543;1453;552;659;1787;1830;2274;3009;72;2335;3044;1972;1041;2635
1538;1502;552;682;1799;1820;2959;3015;66;2262;3045;977;1040;899
1538;1502;552;682;1799;1820;2959;3015;66;2262;3045;977;1040;899
1496;1627;552;870;1791;1792;3039;1628;2972;2191;3032;236;938;291
1467;1591;552;917;1769;1780;3040;2164;2993;2199;3025;624;872;293
1570;1574;552;922;1768;1780;3042;2190;3003;2223;3019;849;868;299
1549;1583;551;924;1788;1778;3042;2207;3002;2237;3003;1134;868;297
1554;1585;552;927;1792;1782;3042;2154;3013;2242;3000;1211;869;297
1529;1607;552;928;1802;1785;3043;2089;3018;2232;2981;1064;868;301
1521;1594;551;928;1793;1789;3043;2038;3022;2308;2989;1163;871;297
1538;1583;551;927;1793;1786;3043;2004;3011;2260;3001;1260;869;296
1524;1561;552;928;1798;1792;3043;1941;2980;2303;3011;1275;869;300
1537;1547;553;927;1801;1791;3044;1976;2926;2342;3021;1279;869;301
1496;1547;553;930;1807;1796;3043;1952;1103;2323;3027;1277;869;299
1505;1510;553;919;1805;1796;3040;2391;71;2316;3035;1219;869;300
1480;1508;552;891;1800;1800;3031;2864;69;2271;3042;1179;869;294
1475;1472;552;819;1797;1800;3009;2985;73;2270;3044;1151;950;269
1498;1452;552;708;1792;1814;2957;3011;69;2274;3047;965;1042;498
1517;1444;552;619;1793;1824;2650;3018;74;2284;3044;2829;1047;2983
1509;1397;552;596;1769;1818;2549;2964;71;2278;3041;2995;1045;3000
1533;1453;552;599;1761;1823;2549;2938;72;2285;3039;2988;1037;2982
1526;1440;552;640;1789;1827;2543;2875;74;2268;3044;2877;1041;2962
1553;1456;552;642;1792;1822;2352;2957;71;2296;3047;2634;1045;2891
1542;1445;553;654;1798;1825;2778;2975;71;2273;3049;1851;1042;2535
1533;1510;553;677;1812;1825;2989;2999;70;2285;3048;1219;1041;1082
1498;1489;553;747;1810;1813;3034;2995;71;2295;3046;299;1040;256
1475;1572;552;805;1802;1808;3045;2973;72;2302;3044;199;1009;263
1470;1583;552;854;1799;1794;3049;2454;229;2287;3039;284;882;286
1451;1617;552;889;1784;1783;3050;1488;2751;2286;3033;491;869;285
1500;1586;552;905;1759;1779;3050;1976;2967;2266;3023;557;870;290
1536;1589;552;915;1770;1780;3048;2015;2961;2266;3012;664;870;292
1552;1554;552;925;1786;1774;3046;2031;2990;2300;3012;930;870;294
1534;1574;552;928;1795;1780;3044;2007;3000;2253;3013;1032;869;301
1521;1581;553;930;1794;1781;3041;1951;3015;2216;3015;1071;870;293
1519;1579;553;929;1789;1785;3040;2009;3009;2257;3020;1125;870;295
1533;1557;553;929;1792;1793;3040;1992;2976;2224;3024;1094;870;300
1520;1563;553;928;1795;1788;3041;1987;2834;2307;3027;1057;869;293
1516;1514;554;929;1801;1797;3041;1957;1891;2319;3032;1096;870;299
1477;1534;554;913;1796;1804;3039;2171;72;2304;3039;1113;868;293
1494;1502;552;878;1794;1803;3034;2828;71;2315;3045;1123;870;280
1462;1474;552;792;1788;1804;2992;2993;70;2307;3048;1132;869;265
1506;1420;553;625;1775;1825;2704;3017;73;2319;3047;2724;1046;2960
1519;1400;550;598;1754;1826;2622;2976;71;2272;3043;2994;1044;2990
1533;1447;553;603;1759;1833;2596;2955;74;2269;3044;2965;1040;2977
1530;1441;553;616;1770;1828;2587;2925;71;2283;3044;2850;1043;2965
1546;1437;553;624;1768;1830;2370;2943;72;2285;3045;2828;1042;2938
1553;1451;554;628;1780;1830;2323;2993;72;2317;3047;2635;1043;2849
1538;1465;553;637;1786;1826;2471;3011;74;2277;3047;1803;1043;2211
1551;1500;554;667;1793;1819;3001;3016;72;2268;3047;1113;1033;779
1512;1518;553;719;1803;1813;3031;2991;70;2268;3047;317;1042;247
1505;1546;553;790;1796;1807;3046;2417;915;2271;3043;201;1020;261
1488;1648;552;874;1788;1796;3045;1530;2979;2211;3036;209;912;287
1486;1607;551;913;1768;1781;3045;1992;3002;2238;3025;420;868;293
1565;1575;553;923;1765;1778;3047;2111;3005;2235;3018;552;869;296
1548;1601;552;927;1787;1778;3045;2086;3005;2236;3001;612;869;294
1552;1588;552;928;1800;1774;3042;2050;3018;2236;2994;691;869;301
1522;1598;551;929;1799;1781;3039;2038;3021;2269;2994;821;870;305
1538;1570;551;928;1795;1779;3039;2053;3021;2279;3004;850;867;299
1540;1557;552;928;1801;1787;3039;2069;3018;2294;3011;859;868;295
1526;1564;552;928;1802;1798;3037;2101;2999;2314;3019;888;869;302
1527;1518;549;922;1803;1791;3041;2025;1047;2320;3034;904;867;301
1679;1507;551;907;1841;1801;3037;2174;68;2280;3038;889;867;289
1433;1572;552;893;1847;1829;3032;1796;73;2310;3038;867;870;284
1433;1572;550;864;1879;1829;3032;1796;2279;2266;3043;867;869;282
1402;1552;552;867;1860;1811;3027;1901;2077;2281;3044;1033;964;284
1428;1540;552;859;1826;1785;3025;2712;71;2310;3041;784;1040;534
1428;1540;552;859;1826;1785;3025;2712;71;2310;3041;784;1040;534
1470;1437;552;802;1792;1770;2978;3018;69;2330;3042;2191;1034;2791
1470;1437;552;802;1792;1770;2978;3018;69;2330;3042;2191;1034;2791
1461;1440;553;789;1790;1772;2969;3012;72;2342;3041;2777;1031;2897
1492;1419;552;761;1796;1786;2971;3015;72;2330;3041;2862;1026;2912
1485;1454;553;753;1794;1795;2938;3012;73;2333;3042;2920;1014;2914
1463;1455;553;746;1794;1804;2948;3013;72;2324;3044;2934;1008;2917
1460;1445;553;740;1794;1808;2981;3011;70;2319;3044;2924;1026;2933
1463;1474;552;737;1781;1810;2990;3014;73;2320;3044;2911;1027;2926
1472;1477;552;751;1786;1811;3011;2996;73;2319;3045;2456;1034;2832
1468;1491;554;755;1780;1817;3016;3002;71;2316;3044;2321;1039;2849
1475;1510;552;757;1771;1817;3020;2998;74;2317;3045;2174;1039;2850
1479;1521;553;764;1773;1814;3025;2945;72;2312;3043;1797;1040;2829
1492;1529;553;768;1772;1818;3025;2861;72;2312;3043;1095;1042;2670
1486;1520;554;781;1768;1819;3028;2769;72;2311;3043;285;1044;2401
1509;1527;553;787;1770;1820;3031;2685;71;2310;3043;203;1046;2377
1513;1532;552;795;1775;1811;3031;2209;73;2300;3041;200;1045;2426
1513;1537;552;799;1775;1809;3032;1481;72;2279;3041;204;1046;2092
1520;1538;553;801;1780;1806;3031;1860;73;2280;3041;202;1046;940
1524;1539;552;802;1784;1807;3027;1867;1141;2299;3040;200;1047;262
1530;1532;552;805;1788;1803;3026;1848;1931;2290;3041;203;1048;311
1521;1535;553;805;1792;1805;3026;1888;1998;2299;3041;201;1048;1661
1526;1528;553;803;1793;1804;3027;1881;485;2307;3042;264;1048;2150
1531;1513;553;803;1794;1804;3027;1897;70;2294;3043;336;1047;2357
1520;1518;553;799;1795;1805;3027;1890;73;2307;3044;521;1047;2530
1509;1516;554;796;1798;1799;3026;1755;72;2317;3045;940;1046;2624
1498;1515;553;795;1798;1802;3029;2523;74;2322;3046;1211;1043;2622
1499;1511;553;795;1794;1803;3031;2752;73;2336;3047;1343;1039;2598
1490;1508;553;795;1796;1805;3031;2827;72;2337;3045;1551;1038;2588
1488;1508;553;794;1796;1799;3030;2878;71;2338;3046;1795;1034;2602
1483;1510;554;796;1792;1801;3029;2908;70;2342;3047;2035;1030;2583
1483;1508;553;796;1790;1802;3029;2921;70;2342;3048;2172;1028;2596
1476;1509;553;795;1793;1803;3030;2923;72;2345;3048;2205;1028;2608
1476;1509;553;795;1793;1803;3030;2923;72;2345;3048;2205;1028;2608
1487;1508;552;796;1786;1808;3031;2894;73;2345;3048;1969;1032;2579
1487;1508;552;796;1786;1808;3031;2894;73;2345;3048;1969;1032;2579
1491;1514;554;796;1782;1806;3031;2840;73;2347;3047;1758;1036;2612
1493;1510;553;794;1784;1804;3031;2746;73;2343;3047;1569;1039;2644
1503;1517;553;795;1781;1808;3032;2574;72;2341;3047;1477;1041;2656
1505;1520;554;795;1784;1807;3030;2321;69;2345;3047;1264;1042;2665
1509;1519;554;795;1785;1803;3030;1925;72;2347;3047;845;1043;2662
1514;1517;554;795;1787;1801;3031;1558;72;2345;3046;691;1044;2637
1518;1521;554;794;1783;1804;3031;1556;73;2337;3047;811;1045;2609
1518;1524;554;796;1786;1807;3031;1625;73;2327;3047;835;1045;2580
1513;1525;554;795;1785;1805;3031;1755;72;2327;3046;837;1046;2574
1512;1528;553;794;1792;1805;3031;1735;74;2334;3047;770;1045;2576
1510;1521;554;792;1790;1804;3031;1874;72;2340;3046;770;1045;2591
1512;1524;554;792;1793;1802;3033;2219;71;2356;3048;683;1045;2615
1505;1514;552;790;1796;1807;3029;2478;73;2354;3043;690;1043;2631
1500;1513;552;795;1796;1802;3029;2600;74;2354;3043;1057;1042;2655
1497;1513;553;792;1797;1803;3028;2711;72;2347;3043;1490;1040;2664
1495;1514;553;794;1796;1806;3028;2764;74;2346;3043;1709;1040;2673
1493;1512;554;794;1794;1807;3027;2806;71;2344;3042;1734;1039;2666
1490;1510;553;794;1793;1807;3028;2832;71;2342;3043;1795;1038;2648
1490;1512;553;794;1792;1804;3026;2842;71;2343;3043;1830;1038;2642
1492;1515;553;794;1792;1806;3029;2831;73;2345;3045;1853;1037;2645
1493;1514;553;794;1788;1804;3029;2811;72;2344;3046;1844;1038;2640
1493;1514;553;794;1788;1804;3029;2811;72;2344;3046;1844;1038;2640
